,name,lat,lon,population,state
26330,Pleasanton,40.96751,-99.08648,364,Nebraska
26331,Pleasant Valley,41.60681,-96.85477,141,Nebraska
26332,Pleasant View,42.55893,-98.82439,81,Nebraska
26333,Plum Creek,41.09389,-97.07837,167,Nebraska
26334,Plymouth,40.30306,-96.98892,358,Nebraska
26335,Pohocco,41.36139,-96.52398,1237,Nebraska
26336,Polk,41.07668,-97.78394,341,Nebraska
26337,Ponca,42.5625,-96.70559,902,Nebraska
26338,Ponca (Township),42.59193,-96.73734,367,Nebraska
26339,Poole,40.97973,-98.96981,15,Nebraska
26340,Potter,41.21748,-103.31577,343,Nebraska
26341,Prague,41.31028,-96.80836,291,Nebraska
26342,Prairie Creek,41.10692,-98.21206,332,Nebraska
26343,Prairie Creek,41.35853,-97.7626,116,Nebraska
26344,Prairie Home,40.86472,-96.52084,0,Nebraska
26345,Prairie Island,41.12988,-97.8919,82,Nebraska
26346,Preston,40.03445,-95.51721,19,Nebraska
26347,Primrose,41.62307,-98.23812,56,Nebraska
26348,Princeton,40.57361,-96.70474,125,Nebraska
26349,Prosser,40.68724,-98.57674,74,Nebraska
26350,Quinnebaugh,41.95403,-96.17701,49,Nebraska
26351,Raeville,41.8964,-98.05395,0,Nebraska
26352,Ragan,40.31029,-99.28982,23,Nebraska
26353,Ralston,41.20528,-96.04252,6476,Nebraska
26354,Randolph,42.37796,-97.35772,880,Nebraska
26355,Ravenna,41.02612,-98.91258,1434,Nebraska
26356,Raymond,42.78328,-98.18347,186,Nebraska
26357,Raymond,40.95695,-96.7828,157,Nebraska
26358,Read,41.08953,-97.31272,178,Nebraska
26359,Reading,41.17808,-97.30949,506,Nebraska
26360,Red Cloud,40.0889,-98.5195,969,Nebraska
26361,Republican City,40.09973,-99.22037,137,Nebraska
26362,Reynolds,40.05973,-97.33559,59,Nebraska
26363,Richardson,41.08935,-96.96574,434,Nebraska
26364,Richfield,41.10833,-96.07529,47,Nebraska
26365,Richland,41.43557,-97.21254,73,Nebraska
26366,Richland,41.09165,-96.62232,1367,Nebraska
26367,Ridgeley,41.61305,-96.72575,187,Nebraska
26368,Rising City,41.19946,-97.29615,354,Nebraska
26369,Riverdale,40.78446,-99.16231,248,Nebraska
26370,Riverside,40.21462,-96.75613,386,Nebraska
26371,Riverton,40.08946,-98.75896,56,Nebraska
26372,Roca,40.6575,-96.65807,212,Nebraska
26373,Rock Creek,41.08619,-96.73711,287,Nebraska
26374,Rock Falls,42.65319,-98.71658,46,Nebraska
26375,Rockford,40.21419,-96.6345,286,Nebraska
26376,Rockville,41.11835,-98.83175,89,Nebraska
26377,Rogers,41.46528,-96.91503,79,Nebraska
26378,Rosalie,42.05638,-96.51253,154,Nebraska
26379,Roscoe,41.13055,-101.58573,115,Nebraska
26380,Roseland,40.47029,-98.55923,263,Nebraska
26381,Royal,42.33223,-98.1259,56,Nebraska
26382,Rulo,40.05195,-95.42693,146,Nebraska
26383,Rushville,42.71832,-102.46406,813,Nebraska
26384,Ruskin,40.1439,-97.86921,105,Nebraska
26385,Ryno,41.36444,-99.81382,95,Nebraska
26386,Salem,40.3069,-99.00952,472,Nebraska
26387,Salem,40.07556,-95.72082,83,Nebraska
26388,Sand Creek,42.71771,-98.98131,73,Nebraska
26389,Santee,42.84111,-97.8509,424,Nebraska
26390,Saratoga,42.7774,-98.82948,43,Nebraska
26391,Sarben,41.16499,-101.30711,82,Nebraska
26392,Sargent,41.64056,-99.37122,492,Nebraska
26393,Sargent (Township),41.67323,-99.36993,614,Nebraska
26394,Saronville,40.60112,-97.93838,38,Nebraska
26395,Savannah,41.34636,-97.19697,550,Nebraska
26396,School Creek,40.66231,-97.89096,145,Nebraska
26397,Schuyler,41.44723,-97.05948,6485,Nebraska
26398,Scotia,41.4664,-98.70313,298,Nebraska
26399,Scott,42.69216,-98.48218,39,Nebraska
26400,Scottsbluff,41.86663,-103.66717,14378,Nebraska
26401,Scribner,41.66667,-96.66586,822,Nebraska
26402,Seneca,42.04333,-100.83293,31,Nebraska
26403,Seward,40.90695,-97.09892,7646,Nebraska
26404,Shamrock,42.30358,-98.72799,41,Nebraska
26405,Shelby,41.19224,-97.42532,711,Nebraska
26406,Shell Creek,41.52823,-97.43569,945,Nebraska
26407,Shelton,40.77834,-98.72948,1043,Nebraska
26408,Sheridan,40.48107,-97.88125,77,Nebraska
26409,Sheridan,42.44444,-98.96096,166,Nebraska
26410,Sherman,41.77864,-96.69558,565,Nebraska
26411,Sherman,40.2223,-96.51473,202,Nebraska
26412,Sherman,40.3935,-99.00859,69,Nebraska
26413,Sherman,41.61295,-97.3079,225,Nebraska
26414,Shickley,40.41667,-97.72254,347,Nebraska
26415,Shields,42.58105,-98.6675,89,Nebraska
26416,Sholes,42.33278,-97.2945,17,Nebraska
26417,Shubert,40.23639,-95.68221,159,Nebraska
26418,Sicily,40.12792,-96.73678,184,Nebraska
26419,Sidney,41.14276,-102.97798,6427,Nebraska
26420,Silvercreek,42.56659,-96.83481,126,Nebraska
26421,Silver Creek,41.86746,-96.28238,116,Nebraska
26422,Silver Creek,41.3089,-97.65783,315,Nebraska
26423,Silver Creek (Township),41.33336,-97.6656,529,Nebraska
26424,Skull Creek,41.25917,-96.95839,253,Nebraska
26425,Smithfield,40.57251,-99.74234,58,Nebraska
26426,Snyder,41.70389,-96.78864,249,Nebraska
26427,South Bend,41.00167,-96.24529,98,Nebraska
26428,South Branch,41.43602,-98.23224,32,Nebraska
26429,South Cedar,41.34253,-96.61161,246,Nebraska
26430,South Sioux City,42.47388,-96.41364,13835,Nebraska
26431,Spade,42.6549,-97.89605,67,Nebraska
26432,Spalding,41.6889,-98.3634,414,Nebraska
26433,Sparta,42.66125,-98.01453,67,Nebraska
26434,Spencer,42.87389,-98.70148,398,Nebraska
26435,Spencer (Township),42.90419,-98.72018,560,Nebraska
26436,Sprague,40.62584,-96.74474,138,Nebraska
26437,Springbank,42.39768,-96.84936,536,Nebraska
26438,Spring Creek,41.47737,-99.27655,14,Nebraska
26439,Springfield,41.08194,-96.13446,1509,Nebraska
26440,Spring Ranch,40.39393,-98.2218,150,Nebraska
26441,Springview,42.82444,-99.74901,241,Nebraska
26442,Stamford,40.13306,-99.59289,160,Nebraska
26443,Stanton,40.48745,-97.65748,644,Nebraska
26444,Stanton,41.95028,-97.22393,1512,Nebraska
26445,Staplehurst,40.97501,-97.17254,234,Nebraska
26446,Stapleton,41.48028,-100.51292,256,Nebraska
26447,St. Bernard,41.69259,-97.64979,502,Nebraska
26448,St. Charles,41.80985,-96.75664,182,Nebraska
26449,St. Edward,41.57001,-97.86589,719,Nebraska
26450,Steel Creek,42.69077,-98.36774,26,Nebraska
26451,Steele City,40.03778,-97.02475,47,Nebraska
26452,Steinauer,40.20778,-96.23418,59,Nebraska
26453,Stella,40.23306,-95.77333,147,Nebraska
26454,Sterling,40.45917,-96.37751,482,Nebraska
26455,St. Helena,42.80972,-97.24894,91,Nebraska
26456,St. Libory,41.08196,-98.35534,310,Nebraska
26457,Stockham,40.71612,-97.93977,33,Nebraska
26458,Stocking,41.1745,-96.61794,471,Nebraska
26459,Stockville,40.53279,-100.38348,21,Nebraska
26460,St. Paul,41.21473,-98.45812,2426,Nebraska
26461,Strang,40.41556,-97.58699,35,Nebraska
26462,Stratton,40.14805,-101.22683,309,Nebraska
26463,Stromsburg,41.11418,-97.59894,1133,Nebraska
26464,Stuart,42.59917,-99.1426,488,Nebraska
26465,Stuart (Township),42.58767,-99.15815,798,Nebraska
26466,Summit,41.75613,-96.29188,404,Nebraska
26467,Summit,41.25888,-97.32216,195,Nebraska
26468,Sumner,40.95001,-99.50538,249,Nebraska
26469,Sunol,41.15526,-102.76353,72,Nebraska
26470,Superior,40.02085,-98.07004,1808,Nebraska
26471,Surprise,41.10862,-97.31115,39,Nebraska
26472,Sutherland,41.15694,-101.12627,1280,Nebraska
26473,Sutton,40.60557,-97.85921,1426,Nebraska
26474,Sutton (Township),40.56449,-97.88754,119,Nebraska
26475,Swan,42.21831,-99.12253,42,Nebraska
26476,Swanton,40.37861,-97.07976,75,Nebraska
26477,Syracuse,40.65722,-96.1864,1934,Nebraska
26478,Table Rock,40.17833,-96.09667,235,Nebraska
26479,Talmage,40.53056,-96.02167,202,Nebraska
26480,Tamora,40.8939,-97.22504,22,Nebraska
26481,Tarnov,41.61584,-97.50227,50,Nebraska
26482,Taylor,41.77028,-99.37872,138,Nebraska
26483,Tecumseh,40.36667,-96.19612,1721,Nebraska
26484,Tekamah,41.77832,-96.22113,1707,Nebraska
26485,Terrytown,41.84747,-103.66161,1050,Nebraska
26486,Thayer,42.13286,-96.78693,105,Nebraska
26487,Thayer,40.96862,-97.49727,47,Nebraska
26488,Thedford,41.97833,-100.57625,213,Nebraska
26489,Thurston,42.17722,-96.70087,114,Nebraska
26490,Tilden,42.04349,-97.83181,978,Nebraska
26491,Timber Creek,41.43305,-98.11511,185,Nebraska
26492,Tobias,40.41806,-97.33616,114,Nebraska
26493,Trenton,40.17555,-101.01294,511,Nebraska
26494,Triumph,41.37094,-99.99728,105,Nebraska
26495,Trumbull,40.68004,-98.27345,197,Nebraska
26496,Tryon,41.55277,-100.95765,131,Nebraska
26497,Turkey Creek,40.04327,-99.1169,137,Nebraska
26498,Uehling,41.73416,-96.50503,232,Nebraska
26499,Ulysses,41.07196,-97.20198,194,Nebraska
26500,Ulysses (Township),41.09313,-97.18829,318,Nebraska
26501,Unadilla,40.68333,-96.26973,295,Nebraska
26502,Union,41.17338,-97.19927,208,Nebraska
26503,Union,40.81333,-95.92278,194,Nebraska
26504,Union,41.50533,-96.83844,242,Nebraska
26505,Union,42.7503,-97.89114,75,Nebraska
26506,Union,41.25614,-96.41542,1998,Nebraska
26507,Upland,40.31862,-98.90119,127,Nebraska
26508,Utica,40.89612,-97.34532,832,Nebraska
26509,Valentine,42.87278,-100.55097,2615,Nebraska
26510,Valley,41.31278,-96.34614,3085,Nebraska
26511,Valley,42.56809,-97.89642,151,Nebraska
26512,Valparaiso,41.08139,-96.83169,601,Nebraska
26513,Venango,40.76361,-102.04074,157,Nebraska
26514,Venice,41.23389,-96.35364,27,Nebraska
26515,Verdel,42.81111,-98.19258,41,Nebraska
26516,Verdigre,42.59695,-98.03368,555,Nebraska
26517,Verdigre (Township),42.54833,-98.00909,639,Nebraska
26518,Verdigris,42.38869,-98.38665,313,Nebraska
26519,Verdon,40.14833,-95.71277,163,Nebraska
26520,Victoria,41.63587,-99.79028,327,Nebraska
26521,Vieregg,40.98207,-98.236,765,Nebraska
26522,Virginia,40.24583,-96.49696,73,Nebraska
26523,Waco,40.89696,-97.46338,297,Nebraska
26524,Wahoo,41.21139,-96.6203,4899,Nebraska
26525,Wahoo (Township),41.169,-96.51467,406,Nebraska
26526,Wakefield,42.26665,-96.86292,1521,Nebraska
26527,Wakefield (Township),42.31447,-96.85023,1382,Nebraska
26528,Walker,41.67422,-97.76785,201,Nebraska
26529,Wallace,40.83834,-101.16488,312,Nebraska
26530,Walnut Grove,42.50836,-98.24262,80,Nebraska
26531,Walthill,42.14833,-96.48837,682,Nebraska
26532,Walton,40.79861,-96.56196,464,Nebraska
26533,Wann,41.14667,-96.35585,70,Nebraska
26534,Washington,40.04712,-98.83636,95,Nebraska
26535,Washington,42.62898,-98.24726,66,Nebraska
26536,Washington,41.3975,-96.20808,130,Nebraska
26537,Waterbury,42.45778,-96.73476,72,Nebraska
26538,Waterloo,41.28694,-96.28558,925,Nebraska
26539,Wauneta,40.41833,-101.37128,541,Nebraska
26540,Wausa,42.49945,-97.54201,592,Nebraska
26541,Waverly,40.9175,-96.52834,4395,Nebraska
26542,Wayne,41.11198,-100.1516,115,Nebraska
26543,Wayne,42.23056,-97.01782,6093,Nebraska
26544,Webster,41.69808,-96.84784,843,Nebraska
26545,Weeping Water,40.87,-96.14057,1044,Nebraska
26546,Wellfleet,40.75223,-100.72987,74,Nebraska
26547,West Blue,40.65836,-97.65249,68,Nebraska
26548,Western,42.7143,-98.24537,51,Nebraska
26549,Western,40.39361,-97.1981,226,Nebraska
26550,Westerville,41.39612,-99.38094,18,Nebraska
26551,Westerville (Township),41.41405,-99.3925,130,Nebraska
26552,West Newman,41.30048,-98.03119,50,Nebraska
26553,Weston,41.19417,-96.7428,249,Nebraska
26554,West Point,41.84167,-96.70864,3471,Nebraska
26555,West Union,41.69038,-99.49969,73,Nebraska
26556,White Clay,42.99693,-102.55461,0,Nebraska
26557,Whitney,42.78275,-103.25603,61,Nebraska
26558,Wilber,40.48139,-96.96058,1914,Nebraska
26559,Wilcox,40.36501,-99.17009,327,Nebraska
26560,Willowdale,42.5654,-98.43154,38,Nebraska
26561,Willow Island,40.88862,-100.07151,0,Nebraska
26562,Wilsonville,40.11195,-100.10708,73,Nebraska
26563,Winnebago,42.23583,-96.47253,891,Nebraska
26564,Winnebago (Township),42.23461,-96.44409,1957,Nebraska
26565,Winnetoon,42.5125,-97.9609,53,Nebraska
26566,Winside,42.17639,-97.17505,377,Nebraska
26567,Winslow,41.60916,-96.50447,20,Nebraska
26568,Wisner,41.98722,-96.91421,1241,Nebraska
26569,Wisner (Township),41.95683,-96.97338,136,Nebraska
26570,Wolbach,41.39696,-98.39424,226,Nebraska
26571,Wood Lake,42.63861,-100.23818,48,Nebraska
26572,Woodland Hills,40.75164,-96.4236,181,Nebraska
26573,Woodland Park,42.05424,-97.34519,1621,Nebraska
26574,Wood River,41.13398,-99.79582,321,Nebraska
26575,Wood River,40.82057,-98.60007,1159,Nebraska
26576,Woodville,41.57524,-97.76471,122,Nebraska
26577,Wymore,40.12222,-96.66252,1368,Nebraska
26578,Wynot,42.74028,-97.16922,216,Nebraska
26579,Wyoming,42.1753,-98.94345,77,Nebraska
26580,Yankee Hill,40.76389,-96.73085,194,Nebraska
26581,York,40.86807,-97.592,8131,Nebraska
26582,Yutan,41.245,-96.39725,1390,Nebraska
26583,Acworth,43.21392,-72.28703,877,New Hampshire
26584,Albany,43.95945,-71.27425,779,New Hampshire
26585,Alexandria,43.62232,-71.85628,1784,New Hampshire
26586,Allenstown,43.14334,-71.38611,4737,New Hampshire
26587,Alstead,43.09174,-72.31032,1890,New Hampshire
26588,Alton,43.48832,-71.24062,6005,New Hampshire
26589,Alton (CDP),43.4523,-71.21757,80,New Hampshire
26590,Amherst,42.87482,-71.60053,11838,New Hampshire
26591,Amherst (CDP),42.86147,-71.62535,774,New Hampshire
26592,Andover,43.45072,-71.7906,2418,New Hampshire
26593,Antrim,43.05029,-71.98197,2668,New Hampshire
26594,Antrim (CDP),43.03091,-71.93897,1309,New Hampshire
26595,Ashland,43.72597,-71.64258,1956,New Hampshire
26596,Ashland (CDP),43.69535,-71.63063,1778,New Hampshire
26597,Atkinson,42.83911,-71.16719,7254,New Hampshire
26598,Auburn,42.99706,-71.36581,6052,New Hampshire
26599,Barnstead,43.34859,-71.2569,4998,New Hampshire
26600,Barrington,43.21557,-71.03898,9453,New Hampshire
26601,Bartlett,44.07724,-71.22127,3287,New Hampshire
26602,Bartlett (CDP),44.07812,-71.28285,272,New Hampshire
26603,Bath,44.18296,-71.98701,1097,New Hampshire
26604,Bedford,42.93558,-71.53687,23722,New Hampshire
26605,Belmont,43.47446,-71.48221,7417,New Hampshire
26606,Belmont (CDP),43.44536,-71.47785,1177,New Hampshire
26607,Bennington,43.02028,-71.90371,1503,New Hampshire
26608,Bennington (CDP),43.00314,-71.92452,297,New Hampshire
26609,Benton,44.03592,-71.84656,359,New Hampshire
26610,Berlin,44.46867,-71.18508,9514,New Hampshire
26611,Bethlehem,44.26044,-71.6092,2524,New Hampshire
26612,Bethlehem (CDP),44.28034,-71.68814,956,New Hampshire
26613,Blodgett Landing,43.37369,-72.04203,99,New Hampshire
26614,Boscawen,43.31172,-71.66538,3990,New Hampshire
26615,Bow,43.13318,-71.53724,8312,New Hampshire
26616,Bradford,43.22413,-71.96618,1691,New Hampshire
26617,Bradford (CDP),43.27008,-71.96008,403,New Hampshire
26618,Brentwood,42.98372,-71.054,4585,New Hampshire
26619,Bridgewater,43.65125,-71.686,1172,New Hampshire
26620,Bristol,43.62441,-71.71032,3284,New Hampshire
26621,Bristol (CDP),43.59119,-71.73675,1984,New Hampshire
26622,Brookfield,43.56128,-71.09339,787,New Hampshire
26623,Brookline,42.74926,-71.67567,5719,New Hampshire
26624,Campton,43.83086,-71.64607,3384,New Hampshire
26625,Canaan,43.68769,-72.04399,3810,New Hampshire
26626,Canaan (CDP),43.64757,-72.01175,204,New Hampshire
26627,Candia,43.0569,-71.34063,4103,New Hampshire
26628,Canterbury,43.35257,-71.53376,2430,New Hampshire
26629,Carroll,44.30527,-71.49738,826,New Hampshire
26630,Center Harbor,43.70278,-71.51044,1046,New Hampshire
26631,Center Ossipee,43.75508,-71.15201,604,New Hampshire
26632,Center Sandwich,43.80757,-71.43924,128,New Hampshire
26633,Charlestown,43.24663,-72.38389,4882,New Hampshire
26634,Charlestown (CDP),43.23869,-72.42453,929,New Hampshire
26635,Chatham,44.1275,-71.06069,349,New Hampshire
26636,Chester,42.98453,-71.2551,5284,New Hampshire
26637,Chesterfield,42.888,-72.44347,3601,New Hampshire
26638,Chichester,43.26526,-71.40884,2714,New Hampshire
26639,Claremont,43.37674,-72.34676,13080,New Hampshire
26640,Clarksville,45.01825,-71.32557,290,New Hampshire
26641,Colebrook,44.8952,-71.40953,2094,New Hampshire
26642,Colebrook (CDP),44.89449,-71.49592,1139,New Hampshire
26643,Columbia,44.81618,-71.51244,660,New Hampshire
26644,Concord,43.20814,-71.53757,44177,New Hampshire
26645,Contoocook,43.22202,-71.71397,1218,New Hampshire
26646,Conway,44.00579,-71.06517,10138,New Hampshire
26647,Conway (CDP),43.97924,-71.12035,4027,New Hampshire
26648,Cornish,43.47299,-72.31175,1638,New Hampshire
26649,Croydon,43.44423,-72.17835,821,New Hampshire
26650,Dalton,44.39477,-71.68891,931,New Hampshire
26651,Danbury,43.52832,-71.86847,1264,New Hampshire
26652,Danville,42.92789,-71.11989,4523,New Hampshire
26653,Deerfield,43.13632,-71.25508,4922,New Hampshire
26654,Deering,43.0831,-71.8606,1914,New Hampshire
26655,Derry,42.88761,-71.28205,34482,New Hampshire
26656,Derry (CDP),42.88064,-71.32729,23571,New Hampshire
26657,Dorchester,43.74819,-71.98818,339,New Hampshire
26658,Dover,43.19786,-70.87367,33273,New Hampshire
26659,Dublin,42.88928,-72.06985,1563,New Hampshire
26660,Dummer,44.66501,-71.25181,307,New Hampshire
26661,Dunbarton,43.11247,-71.60748,3052,New Hampshire
26662,Durham,43.11706,-70.91881,14433,New Hampshire
26663,Durham (CDP),43.13397,-70.92645,11616,New Hampshire
26664,East Kingston,42.92586,-71.00263,2445,New Hampshire
26665,East Merrimack,42.86814,-71.4834,4609,New Hampshire
26666,Easton,44.10118,-71.79512,295,New Hampshire
26667,Eaton,43.90696,-71.04752,421,New Hampshire
26668,Effingham,43.74673,-71.04191,1748,New Hampshire
26669,Ellsworth,43.9118,-71.769,92,New Hampshire
26670,Enfield,43.60331,-72.1186,4502,New Hampshire
26671,Enfield (CDP),43.64063,-72.14398,1991,New Hampshire
26672,Epping,43.05103,-71.08825,7243,New Hampshire
26673,Epping (CDP),43.03342,-71.07423,2808,New Hampshire
26674,Epsom,43.20481,-71.34856,4894,New Hampshire
26675,Errol,44.75825,-71.10881,300,New Hampshire
26676,Exeter,42.98845,-70.96154,16165,New Hampshire
26677,Exeter (CDP),42.98148,-70.94783,9908,New Hampshire
26678,Farmington,43.36692,-71.0625,6811,New Hampshire
26679,Farmington (CDP),43.3898,-71.06506,3919,New Hampshire
26680,Fitzwilliam,42.7532,-72.15303,2399,New Hampshire
26681,Francestown,42.99413,-71.8161,1626,New Hampshire
26682,Francestown (CDP),42.98758,-71.81258,120,New Hampshire
26683,Franconia,44.17705,-71.61873,1093,New Hampshire
26684,Franklin,43.44424,-71.6473,8792,New Hampshire
26685,Freedom,43.84204,-71.07516,1733,New Hampshire
26686,Fremont,43.00037,-71.11916,4793,New Hampshire
26687,Gilford,43.5195,-71.37584,7836,New Hampshire
26688,Gilmanton,43.43159,-71.36632,4008,New Hampshire
26689,Gilsum,43.04123,-72.26237,763,New Hampshire
26690,Goffstown,43.0192,-71.55545,18516,New Hampshire
26691,Goffstown (CDP),43.02036,-71.60035,2828,New Hampshire
26692,Gorham,44.39342,-71.19849,2704,New Hampshire
26693,Gorham (CDP),44.38784,-71.17313,1976,New Hampshire
26694,Goshen,43.27209,-72.10103,807,New Hampshire
26695,Grafton,43.57469,-71.95192,1398,New Hampshire
26696,Grantham,43.51659,-72.14909,3449,New Hampshire
26697,Greenfield,42.93874,-71.87942,1723,New Hampshire
26698,Greenland,43.03973,-70.84562,4096,New Hampshire
26699,Greenville,42.75794,-71.79942,1976,New Hampshire
26700,Greenville (CDP),42.76731,-71.8123,1017,New Hampshire
26701,Groton,43.72528,-71.86493,575,New Hampshire
26702,Groveton,44.59867,-71.5112,892,New Hampshire
26703,Hampstead,42.88106,-71.17188,9077,New Hampshire
26704,Hampton,42.93913,-70.83427,16511,New Hampshire
26705,Hampton Beach,42.90731,-70.812,2480,New Hampshire
26706,Hampton (CDP),42.93759,-70.83894,9900,New Hampshire
26707,Hampton Falls,42.92481,-70.88624,2416,New Hampshire
26708,Hancock,42.97734,-71.99782,1744,New Hampshire
26709,Hancock (CDP),42.97286,-71.9798,234,New Hampshire
26710,Hanover,43.72102,-72.18521,10323,New Hampshire
26711,Hanover (CDP),43.70229,-72.28954,8813,New Hampshire
26712,Harrisville,42.94854,-72.06899,995,New Hampshire
26713,Hart's Location,44.14091,-71.37563,63,New Hampshire
26714,Haverhill,44.07584,-72.00465,4615,New Hampshire
26715,Hebron,43.69358,-71.79205,643,New Hampshire
26716,Henniker,43.16941,-71.8312,6139,New Hampshire
26717,Henniker (CDP),43.1798,-71.8223,2682,New Hampshire
26718,Hill,43.52831,-71.76919,1023,New Hampshire
26719,Hillsborough,43.14668,-71.95103,5967,New Hampshire
26720,Hillsborough (CDP),43.11557,-71.8968,1470,New Hampshire
26721,Hinsdale,42.8093,-72.50482,3993,New Hampshire
26722,Hinsdale (CDP),42.78619,-72.48648,1418,New Hampshire
26723,Holderness,43.76176,-71.58253,2026,New Hampshire
26724,Hollis,42.74962,-71.5854,8523,New Hampshire
26725,Hooksett,43.08124,-71.44662,14515,New Hampshire
26726,Hooksett (CDP),43.09675,-71.46507,5669,New Hampshire
26727,Hopkinton,43.20219,-71.69679,5980,New Hampshire
26728,Hudson,42.7605,-71.40939,25487,New Hampshire
26729,Hudson (CDP),42.76481,-71.43979,6756,New Hampshire
26730,Jackson,44.18762,-71.15576,1065,New Hampshire
26731,Jaffrey,42.82925,-72.0599,5425,New Hampshire
26732,Jaffrey (CDP),42.81397,-72.02314,2814,New Hampshire
26733,Jefferson,44.39674,-71.46469,1060,New Hampshire
26734,Keene,42.93369,-72.27814,22720,New Hampshire
26735,Kensington,42.93287,-70.96427,2104,New Hampshire
26736,Kingston,42.91373,-71.0736,6302,New Hampshire
26737,Klondike Corner,42.95564,-71.6209,987,New Hampshire
26738,Laconia,43.52785,-71.47035,17043,New Hampshire
26739,Lancaster,44.47236,-71.54415,3221,New Hampshire
26740,Lancaster (CDP),44.48895,-71.56925,2072,New Hampshire
26741,Landaff,44.16009,-71.8852,444,New Hampshire
26742,Langdon,43.18698,-72.35959,654,New Hampshire
26743,Lebanon,43.64229,-72.25176,14987,New Hampshire
26744,Lee,43.1192,-71.00708,4600,New Hampshire
26745,Lempster,43.23656,-72.18487,1140,New Hampshire
26746,Lincoln,44.09469,-71.63138,1640,New Hampshire
26747,Lincoln (CDP),44.04562,-71.67008,1021,New Hampshire
26748,Lisbon,44.24226,-71.84862,1639,New Hampshire
26749,Lisbon (CDP),44.2134,-71.91092,848,New Hampshire
26750,Litchfield,42.84608,-71.46828,8525,New Hampshire
26751,Littleton,44.34335,-71.79512,6032,New Hampshire
26752,Littleton (CDP),44.30617,-71.77009,4625,New Hampshire
26753,Londonderry,42.87979,-71.39233,26307,New Hampshire
26754,Londonderry (CDP),42.86509,-71.37395,11955,New Hampshire
26755,Loudon,43.30813,-71.44913,5672,New Hampshire
26756,Loudon (CDP),43.28564,-71.46729,658,New Hampshire
26757,Lyman,44.25746,-71.93449,592,New Hampshire
26758,Lyme,43.81663,-72.0943,1754,New Hampshire
26759,Lyndeborough,42.89641,-71.76833,1706,New Hampshire
26760,Madbury,43.17461,-70.94145,1956,New Hampshire
26761,Madison,43.90846,-71.15382,2653,New Hampshire
26762,Manchester,42.99564,-71.45479,115173,New Hampshire
26763,Marlborough,42.88623,-72.17768,2129,New Hampshire
26764,Marlborough (CDP),42.90425,-72.20786,1016,New Hampshire
26765,Marlow,43.13854,-72.20877,755,New Hampshire
26766,Mason,42.74218,-71.75097,1449,New Hampshire
26767,Melvin Village,43.68897,-71.30424,69,New Hampshire
26768,Meredith,43.63121,-71.49858,6750,New Hampshire
26769,Meredith (CDP),43.65757,-71.50035,2457,New Hampshire
26770,Merrimack,42.85203,-71.51988,27182,New Hampshire
26771,Middleton,43.48301,-71.07064,1846,New Hampshire
26772,Milan,44.55387,-71.21826,1369,New Hampshire
26773,Milford,42.81865,-71.67335,16279,New Hampshire
26774,Milford (CDP),42.83536,-71.64896,8437,New Hampshire
26775,Milton,43.45223,-71.01465,4514,New Hampshire
26776,Milton (CDP),43.4098,-70.9884,278,New Hampshire
26777,Milton Mills,43.50119,-70.96367,192,New Hampshire
26778,Monroe,44.2966,-71.98068,869,New Hampshire
26779,Mont Vernon,42.90888,-71.6942,2610,New Hampshire
26780,Moultonborough,43.72051,-71.36858,5089,New Hampshire
26781,Mountain Lakes,44.12145,-71.95537,563,New Hampshire
26782,Nashua,42.76537,-71.46757,91297,New Hampshire
26783,Nelson,42.99948,-72.1217,642,New Hampshire
26784,New Boston,42.98121,-71.67752,6179,New Hampshire
26785,New Boston (CDP),42.97619,-71.69396,241,New Hampshire
26786,Newbury,43.31403,-72.02455,2199,New Hampshire
26787,New Castle,43.06215,-70.71707,1000,New Hampshire
26788,New Durham,43.46369,-71.15214,2739,New Hampshire
26789,Newfields,43.03851,-70.96795,1776,New Hampshire
26790,Newfields (CDP),43.03703,-70.93839,274,New Hampshire
26791,New Hampton,43.62344,-71.63255,2417,New Hampshire
26792,New Hampton (CDP),43.60563,-71.65424,263,New Hampshire
26793,Newington,43.08592,-70.82744,819,New Hampshire
26794,New Ipswich,42.74626,-71.87443,5280,New Hampshire
26795,New London,43.41772,-71.99061,4379,New Hampshire
26796,New London (CDP),43.41396,-71.98508,1368,New Hampshire
26797,Newmarket,43.07091,-70.94694,9450,New Hampshire
26798,Newmarket (CDP),43.08286,-70.93506,5621,New Hampshire
26799,Newport,43.37135,-72.20279,6380,New Hampshire
26800,Newport (CDP),43.36535,-72.17342,5333,New Hampshire
26801,Newton,42.87037,-71.04592,4852,New Hampshire
26802,North Conway,44.05368,-71.1284,2393,New Hampshire
26803,Northfield,43.40179,-71.55539,4929,New Hampshire
26804,North Hampton,42.97993,-70.82944,4561,New Hampshire
26805,North Haverhill,44.09034,-72.02648,1097,New Hampshire
26806,Northumberland,44.56849,-71.5193,2135,New Hampshire
26807,North Walpole,43.13897,-72.44814,555,New Hampshire
26808,Northwood,43.21186,-71.22339,4677,New Hampshire
26809,North Woodstock,44.03034,-71.68591,580,New Hampshire
26810,Nottingham,43.12985,-71.13186,5320,New Hampshire
26811,Orange,43.67934,-71.92183,283,New Hampshire
26812,Orford,43.88333,-72.03384,1247,New Hampshire
26813,Ossipee,43.73725,-71.15035,4545,New Hampshire
26814,Pelham,42.73099,-71.33707,14320,New Hampshire
26815,Pembroke,43.16772,-71.43852,7416,New Hampshire
